date,region,cum_cases,cum_deaths
2020-03-20,Canarias,424,10
2020-03-21,Canarias,513,10
2020-03-22,Canarias,588,14
2020-03-23,Canarias,680,18
2020-03-24,Canarias,827,23
2020-03-25,Canarias,921,29
2020-03-26,Canarias,1056,38
2020-03-27,Canarias,1138,48
2020-03-28,Canarias,1226,53
2020-03-29,Canarias,1316,58
2020-03-30,Canarias,1406,62
2020-03-31,Canarias,1483,69
2020-04-01,Canarias,1544,76
2020-04-02,Canarias,1608,83
2020-04-03,Canarias,1647,88
2020-04-04,Canarias,1684,91
2020-04-05,Canarias,1731,93
2020-04-06,Canarias,1768,96
2020-04-07,Canarias,1834,96
2020-04-08,Canarias,1862,100
2020-04-09,Canarias,1887,101
2020-04-10,Canarias,1918,101
2020-04-11,Canarias,1959,103
2020-04-12,Canarias,1963,103
2020-04-13,Canarias,1982,106
2020-04-14,Canarias,1992,108
2020-04-15,Canarias,2014,114
2020-04-16,Canarias,2031,117
2020-04-17,Canarias,2051,120
2020-04-18,Canarias,2065,121
2020-04-19,Canarias,2075,122
2020-04-20,Canarias,2090,123
2020-04-21,Canarias,2104,126
2020-04-22,Canarias,2127,130
2020-04-23,Canarias,2138,133
2020-04-24,Canarias,2152,137
2020-04-25,Canarias,2164,137
2020-04-26,Canarias,2171,138
2020-04-27,Canarias,2183,139
2020-04-28,Canarias,2190,140
2020-04-29,Canarias,2193,141
2020-04-30,Canarias,2201,143
2020-05-01,Canarias,2209,145
2020-05-02,Canarias,2214,146
2020-05-03,Canarias,2219,147
2020-05-04,Canarias,2220,147
2020-05-05,Canarias,2225,148
2020-05-06,Canarias,2229,152
2020-05-07,Canarias,2240,152
2020-05-08,Canarias,2247,153
2020-05-09,Canarias,2250,153
2020-05-10,Canarias,2256,153
2020-05-11,Canarias,2256,154
2020-05-12,Canarias,2258,154
2020-05-13,Canarias,2265,154
2020-05-14,Canarias,2269,154
2020-05-15,Canarias,2275,154
2020-05-16,Canarias,2280,156
2020-05-17,Canarias,2280,158
2020-05-18,Canarias,2282,159
2020-05-19,Canarias,2293,159
2020-05-20,Canarias,2298,159
2020-05-21,Canarias,2304,160
2020-05-22,Canarias,2307,160
2020-05-23,Canarias,2308,160
2020-05-24,Canarias,2310,160
2020-05-25,Canarias,2316,161
2020-05-26,Canarias,2318,162
2020-05-27,Canarias,2319,163
2020-05-28,Canarias,2326,163
2020-05-29,Canarias,2337,163
2020-05-30,Canarias,2339,163
2020-05-31,Canarias,2340,163
2020-06-01,Canarias,2344,164
2020-06-02,Canarias,2348,165
2020-06-03,Canarias,2353,165
2020-06-04,Canarias,2354,165
2020-06-05,Canarias,2354,165
2020-06-06,Canarias,2359,165
2020-06-07,Canarias,2360,165
2020-06-08,Canarias,2361,165
2020-06-09,Canarias,2361,165
2020-06-10,Canarias,2362,166
2020-06-11,Canarias,2363,166
2020-06-12,Canarias,2366,166
2020-06-13,Canarias,2368,166
2020-06-14,Canarias,2369,166
2020-06-15,Canarias,2370,166
2020-06-16,Canarias,2372,166
2020-06-17,Canarias,2386,166
2020-06-18,Canarias,2390,166
2020-06-19,Canarias,2391,166
2020-06-20,Canarias,2403,166
2020-06-21,Canarias,2403,166
2020-06-22,Canarias,2403,166
2020-06-23,Canarias,2409,166
2020-06-24,Canarias,2411,166
2020-06-25,Canarias,2412,166
2020-06-26,Canarias,2413,166
2020-06-27,Canarias,2413,166
2020-06-28,Canarias,2413,166
2020-06-29,Canarias,2413,166
2020-06-30,Canarias,2418,166
2020-07-01,Canarias,2422,166
2020-07-02,Canarias,2423,166
2020-07-03,Canarias,2426,166
2020-07-04,Canarias,2427,166
2020-07-05,Canarias,2427,166
2020-07-06,Canarias,2428,166
2020-07-07,Canarias,2428,166
2020-07-08,Canarias,2434,166
2020-07-09,Canarias,2439,166
2020-07-10,Canarias,2441,166
2020-07-11,Canarias,2442,166
2020-07-12,Canarias,2443,166
2020-07-13,Canarias,2448,166
2020-07-14,Canarias,2453,166
2020-07-15,Canarias,2466,166
2020-07-16,Canarias,2469,166
2020-07-17,Canarias,2477,166
2020-07-18,Canarias,2485,166
2020-07-19,Canarias,2532,166
2020-07-20,Canarias,2534,166
2020-07-21,Canarias,2545,166
2020-07-22,Canarias,2551,166
2020-07-23,Canarias,2559,166
2020-07-24,Canarias,2569,166
2020-07-25,Canarias,2587,166
2020-07-26,Canarias,2588,166
2020-07-27,Canarias,2593,166
2020-07-28,Canarias,2599,166
2020-07-29,Canarias,2603,166
2020-07-30,Canarias,2609,166
2020-07-31,Canarias,2621,166
2020-08-01,Canarias,2646,166
2020-08-02,Canarias,2670,166
2020-08-03,Canarias,2685,166
2020-08-04,Canarias,2702,166
2020-08-05,Canarias,2732,166
2020-08-06,Canarias,2790,166
2020-08-07,Canarias,2839,167
2020-08-08,Canarias,2891,168
2020-08-09,Canarias,2938,168
2020-08-10,Canarias,3026,168
2020-08-11,Canarias,3091,168
2020-08-12,Canarias,3193,168
2020-08-13,Canarias,3301,168
2020-08-14,Canarias,3443,169
2020-08-15,Canarias,3605,169
2020-08-16,Canarias,3682,170
2020-08-17,Canarias,3784,170
2020-08-18,Canarias,3933,170
2020-08-19,Canarias,4121,170
2020-08-20,Canarias,4313,172
2020-08-21,Canarias,4637,172
2020-08-22,Canarias,4877,172
2020-08-23,Canarias,4994,173
2020-08-24,Canarias,5216,173
2020-08-25,Canarias,5528,174
2020-08-26,Canarias,5866,176
2020-08-27,Canarias,6179,177
2020-08-28,Canarias,6452,178
2020-08-29,Canarias,6787,179
2020-08-30,Canarias,7089,179
2020-08-31,Canarias,7325,179
2020-09-01,Canarias,7590,181
2020-09-02,Canarias,7927,184
2020-09-03,Canarias,8304,185
2020-09-04,Canarias,8688,186
2020-09-05,Canarias,8979,189
2020-09-06,Canarias,9162,191
2020-09-07,Canarias,9350,193
2020-09-08,Canarias,9562,196
2020-09-09,Canarias,9827,199
2020-09-10,Canarias,10086,202
2020-09-11,Canarias,10342,206
2020-09-12,Canarias,10606,206
2020-09-13,Canarias,10812,208
2020-09-14,Canarias,10923,214
2020-09-15,Canarias,11104,216
2020-09-16,Canarias,11256,217
2020-09-17,Canarias,11428,219
2020-09-18,Canarias,11634,221
2020-09-19,Canarias,11826,225
2020-09-20,Canarias,11944,226
2020-09-21,Canarias,12115,228
2020-09-22,Canarias,12271,230
2020-09-23,Canarias,12421,230
2020-09-24,Canarias,12679,236
2020-09-25,Canarias,12822,241
2020-09-26,Canarias,13001,242
2020-09-27,Canarias,13154,245
2020-09-28,Canarias,13242,245
2020-09-29,Canarias,13400,245
2020-09-30,Canarias,13579,245
2020-10-01,Canarias,13777,247
2020-10-02,Canarias,13894,248
2020-10-03,Canarias,14054,248
2020-10-04,Canarias,14158,248
2020-10-05,Canarias,14238,250
2020-10-06,Canarias,14357,251
2020-10-07,Canarias,14480,253
2020-10-08,Canarias,14655,253
2020-10-09,Canarias,14793,255
2020-10-10,Canarias,14925,257
2020-10-11,Canarias,15049,259
2020-10-12,Canarias,15100,259
2020-10-13,Canarias,15167,261
2020-10-14,Canarias,15275,261
2020-10-15,Canarias,15426,262
2020-10-16,Canarias,15554,268
2020-10-17,Canarias,15683,269
2020-10-18,Canarias,15786,269
2020-10-19,Canarias,15902,271
2020-10-20,Canarias,16048,276
2020-10-21,Canarias,16185,277
2020-10-22,Canarias,16337,280
2020-10-23,Canarias,16417,280
2020-10-24,Canarias,16533,282
2020-10-25,Canarias,16576,282
2020-10-26,Canarias,16662,284
2020-10-27,Canarias,16763,287
2020-10-28,Canarias,16905,287
2020-10-29,Canarias,17010,288
2020-10-30,Canarias,17124,288
2020-10-31,Canarias,17260,291
2020-11-01,Canarias,17377,293
2020-11-02,Canarias,17436,295
2020-11-03,Canarias,17568,297
2020-11-04,Canarias,17725,297
2020-11-05,Canarias,17895,298
2020-11-06,Canarias,18069,300
2020-11-07,Canarias,18254,303
2020-11-08,Canarias,18351,305
2020-11-09,Canarias,18422,307
2020-11-10,Canarias,18549,309
2020-11-11,Canarias,18676,311
2020-11-12,Canarias,18792,313
2020-11-13,Canarias,18967,314
2020-11-14,Canarias,19071,315
2020-11-15,Canarias,19136,319
2020-11-16,Canarias,19204,320
2020-11-17,Canarias,19355,322
2020-11-18,Canarias,19473,323
2020-11-19,Canarias,19591,325
2020-11-20,Canarias,19723,327
2020-11-21,Canarias,19839,329
2020-11-22,Canarias,19913,332
2020-11-23,Canarias,20040,337
2020-11-24,Canarias,20187,337
2020-11-25,Canarias,20320,339
2020-11-26,Canarias,20434,342
2020-11-27,Canarias,20557,345
2020-11-28,Canarias,20691,348
2020-11-29,Canarias,20770,348
2020-11-30,Canarias,20875,348
2020-12-01,Canarias,21061,349
2020-12-02,Canarias,21269,349
2020-12-03,Canarias,21422,350
2020-12-04,Canarias,21643,351
2020-12-05,Canarias,21831,352
2020-12-06,Canarias,21921,353
2020-12-07,Canarias,22089,356
2020-12-08,Canarias,22193,357
2020-12-09,Canarias,22389,357
2020-12-10,Canarias,22627,362
2020-12-11,Canarias,22820,365
2020-12-12,Canarias,23150,366
2020-12-13,Canarias,23282,369
2020-12-14,Canarias,23404,370
2020-12-15,Canarias,23715,375
2020-12-16,Canarias,23940,379
2020-12-17,Canarias,24223,383
2020-12-18,Canarias,24432,388
2020-12-19,Canarias,24676,391
2020-12-20,Canarias,24799,397
2020-12-21,Canarias,24942,401
2020-12-22,Canarias,25175,405
2020-12-23,Canarias,25366,407
2020-12-24,Canarias,25563,410
2020-12-25,Canarias,25721,412
2020-12-26,Canarias,25843,414
2020-12-27,Canarias,25974,416
2020-12-28,Canarias,26217,420
2020-12-29,Canarias,26490,423
2020-12-30,Canarias,26720,428
2020-12-31,Canarias,27029,433
2020-01-01,Cantabria,0,0
2020-01-02,Cantabria,0,0
2020-01-03,Cantabria,0,0
2020-01-04,Cantabria,0,0
2020-01-05,Cantabria,0,0
2020-01-06,Cantabria,0,0
2020-01-07,Cantabria,0,0
2020-01-08,Cantabria,0,0
2020-01-09,Cantabria,0,0
2020-01-10,Cantabria,0,0
2020-01-11,Cantabria,0,0
2020-01-12,Cantabria,0,0
2020-01-13,Cantabria,0,0
2020-01-14,Cantabria,0,0
2020-01-15,Cantabria,0,0
2020-01-16,Cantabria,0,0
2020-01-17,Cantabria,0,0
2020-01-18,Cantabria,0,0
2020-01-19,Cantabria,0,0
2020-01-20,Cantabria,0,0
2020-01-21,Cantabria,0,0
2020-01-22,Cantabria,0,0
2020-01-23,Cantabria,0,0
2020-01-24,Cantabria,0,0
2020-01-25,Cantabria,0,0
2020-01-26,Cantabria,0,0
2020-01-27,Cantabria,0,0
2020-01-28,Cantabria,0,0
2020-01-29,Cantabria,0,0
2020-01-30,Cantabria,0,0
2020-01-31,Cantabria,0,0
2020-02-01,Cantabria,0,0
2020-02-02,Cantabria,0,0
2020-02-03,Cantabria,0,0
2020-02-04,Cantabria,0,0
2020-02-05,Cantabria,0,0
2020-02-06,Cantabria,0,0
2020-02-07,Cantabria,0,0
2020-02-08,Cantabria,0,0
2020-02-09,Cantabria,0,0
2020-02-10,Cantabria,0,0
2020-02-11,Cantabria,0,0
2020-02-12,Cantabria,0,0
2020-02-13,Cantabria,0,0
2020-02-14,Cantabria,0,0
2020-02-15,Cantabria,0,0
2020-02-16,Cantabria,0,0
2020-02-17,Cantabria,0,0
2020-02-18,Cantabria,0,0
2020-02-19,Cantabria,0,0
2020-02-20,Cantabria,0,0
2020-02-21,Cantabria,0,0
2020-02-22,Cantabria,0,0
2020-02-23,Cantabria,0,0
2020-02-24,Cantabria,0,0
2020-02-25,Cantabria,0,0
2020-02-26,Cantabria,0,0
2020-02-27,Cantabria,0,0
2020-02-28,Cantabria,0,0
2020-02-29,Cantabria,1,0
2020-03-01,Cantabria,1,0
2020-03-02,Cantabria,10,0
2020-03-03,Cantabria,10,0
2020-03-04,Cantabria,10,0
2020-03-05,Cantabria,10,0
2020-03-06,Cantabria,11,0
2020-03-07,Cantabria,12,0
2020-03-08,Cantabria,12,0
2020-03-09,Cantabria,12,0
2020-03-10,Cantabria,12,0
2020-03-11,Cantabria,12,0
2020-03-12,Cantabria,21,0
2020-03-13,Cantabria,33,0
2020-03-14,Cantabria,50,0
2020-03-15,Cantabria,59,0
2020-03-16,Cantabria,62,0
2020-03-17,Cantabria,79,1
2020-03-18,Cantabria,115,1
2020-03-19,Cantabria,169,1
2020-03-20,Cantabria,228,3
2020-03-21,Cantabria,296,6
2020-03-22,Cantabria,367,8
2020-03-23,Cantabria,442,12
2020-03-24,Cantabria,531,17
2020-03-25,Cantabria,709,19
2020-03-26,Cantabria,852,25
2020-03-27,Cantabria,951,28
2020-03-28,Cantabria,1035,31
2020-03-29,Cantabria,1121,34
2020-03-30,Cantabria,1179,49
2020-03-31,Cantabria,1236,60
2020-04-01,Cantabria,1275,64
2020-04-02,Cantabria,1348,72
2020-04-03,Cantabria,1416,74
2020-04-04,Cantabria,1455,80
2020-04-05,Cantabria,1482,89
2020-04-06,Cantabria,1514,97
2020-04-07,Cantabria,1586,100
2020-04-08,Cantabria,1639,105
2020-04-09,Cantabria,1673,109
2020-04-10,Cantabria,1736,118
2020-04-11,Cantabria,1760,122
2020-04-12,Cantabria,1786,130
2020-04-13,Cantabria,1799,136
2020-04-14,Cantabria,1825,142
2020-04-15,Cantabria,1850,148
2020-04-16,Cantabria,1881,151
2020-04-17,Cantabria,1905,158
2020-04-18,Cantabria,1951,162
2020-04-19,Cantabria,1984,166
2020-04-20,Cantabria,1998,171
2020-04-21,Cantabria,2015,175
2020-04-22,Cantabria,2033,179
2020-04-23,Cantabria,2059,182
2020-04-24,Cantabria,2072,185
2020-04-25,Cantabria,2087,188
2020-04-26,Cantabria,2111,192
2020-04-27,Cantabria,2121,193
2020-04-28,Cantabria,2147,195
2020-04-29,Cantabria,2173,195
2020-04-30,Cantabria,2187,197
2020-05-01,Cantabria,2199,199
2020-05-02,Cantabria,2203,201
2020-05-03,Cantabria,2205,202
2020-05-04,Cantabria,2209,204
2020-05-05,Cantabria,2213,204
2020-05-06,Cantabria,2226,205
2020-05-07,Cantabria,2242,205
2020-05-08,Cantabria,2242,206
2020-05-09,Cantabria,2245,206
2020-05-10,Cantabria,2246,206
2020-05-11,Cantabria,2251,207
2020-05-12,Cantabria,2259,207
2020-05-13,Cantabria,2261,207
2020-05-14,Cantabria,2266,208
2020-05-15,Cantabria,2268,208
2020-05-16,Cantabria,2272,210
2020-05-17,Cantabria,2275,210
2020-05-18,Cantabria,2277,210
2020-05-19,Cantabria,2281,211
2020-05-20,Cantabria,2283,211
2020-05-21,Cantabria,2288,211
2020-05-22,Cantabria,2292,211
2020-05-23,Cantabria,2294,211
2020-05-24,Cantabria,2294,211
2020-05-25,Cantabria,2300,211
2020-05-26,Cantabria,2303,211
2020-05-27,Cantabria,2310,211
2020-05-28,Cantabria,2311,211
2020-05-29,Cantabria,2314,211
2020-05-30,Cantabria,2316,211
2020-05-31,Cantabria,2316,211
2020-06-01,Cantabria,2318,211
2020-06-02,Cantabria,2320,211
2020-06-03,Cantabria,2320,211
2020-06-04,Cantabria,2324,211
2020-06-05,Cantabria,2325,211
2020-06-06,Cantabria,2325,211
2020-06-07,Cantabria,2327,211
2020-06-08,Cantabria,2328,211
2020-06-09,Cantabria,2328,211
2020-06-10,Cantabria,2331,211
2020-06-11,Cantabria,2334,211
2020-06-12,Cantabria,2336,211
2020-06-13,Cantabria,2338,211
2020-06-14,Cantabria,2338,211
2020-06-15,Cantabria,2340,211
2020-06-16,Cantabria,2342,211
2020-06-17,Cantabria,2345,211
2020-06-18,Cantabria,2346,212
2020-06-19,Cantabria,2347,212
2020-06-20,Cantabria,2349,212
2020-06-21,Cantabria,2353,212
2020-06-22,Cantabria,2353,212
2020-06-23,Cantabria,2355,212
2020-06-24,Cantabria,2355,212
2020-06-25,Cantabria,2358,212
2020-06-26,Cantabria,2360,212
2020-06-27,Cantabria,2366,212
2020-06-28,Cantabria,2366,212
2020-06-29,Cantabria,2366,212
2020-06-30,Cantabria,2367,212
2020-07-01,Cantabria,2368,212
2020-07-02,Cantabria,2368,212
2020-07-03,Cantabria,2371,212
2020-07-04,Cantabria,2372,212
2020-07-05,Cantabria,2372,212
2020-07-06,Cantabria,2372,212
2020-07-07,Cantabria,2372,212
2020-07-08,Cantabria,2373,212
2020-07-09,Cantabria,2373,212
2020-07-10,Cantabria,2375,212
2020-07-11,Cantabria,2377,212
2020-07-12,Cantabria,2379,212
2020-07-13,Cantabria,2379,212
2020-07-14,Cantabria,2382,212
2020-07-15,Cantabria,2384,212
2020-07-16,Cantabria,2385,212
2020-07-17,Cantabria,2387,212
2020-07-18,Cantabria,2395,212
2020-07-19,Cantabria,2407,212
2020-07-20,Cantabria,2409,212
2020-07-21,Cantabria,2410,212
2020-07-22,Cantabria,2414,212
2020-07-23,Cantabria,2423,212
2020-07-24,Cantabria,2429,212
2020-07-25,Cantabria,2435,212
2020-07-26,Cantabria,2440,212
2020-07-27,Cantabria,2451,212
2020-07-28,Cantabria,2452,212
2020-07-29,Cantabria,2459,212
2020-07-30,Cantabria,2473,212
2020-07-31,Cantabria,2490,212
2020-08-01,Cantabria,2514,212
2020-08-02,Cantabria,2536,212
2020-08-03,Cantabria,2572,212
2020-08-04,Cantabria,2609,212
2020-08-05,Cantabria,2628,212
2020-08-06,Cantabria,2658,213
2020-08-07,Cantabria,2692,213
2020-08-08,Cantabria,2724,213
2020-08-09,Cantabria,2753,213
2020-08-10,Cantabria,2766,214
2020-08-11,Cantabria,2831,215
2020-08-12,Cantabria,2876,215
2020-08-13,Cantabria,2937,215
2020-08-14,Cantabria,3011,215
2020-08-15,Cantabria,3071,215
2020-08-16,Cantabria,3119,215
2020-08-17,Cantabria,3138,215
2020-08-18,Cantabria,3191,215
2020-08-19,Cantabria,3240,216
2020-08-20,Cantabria,3316,216
2020-08-21,Cantabria,3408,216
2020-08-22,Cantabria,3482,216
2020-08-23,Cantabria,3519,216
2020-08-24,Cantabria,3570,216
2020-08-25,Cantabria,3653,216
2020-08-26,Cantabria,3743,216
2020-08-27,Cantabria,3836,216
2020-08-28,Cantabria,3960,216
2020-08-29,Cantabria,4073,218
2020-08-30,Cantabria,4140,218
2020-08-31,Cantabria,4202,219
2020-09-01,Cantabria,4316,219
2020-09-02,Cantabria,4418,220
2020-09-03,Cantabria,4564,220
2020-09-04,Cantabria,4683,221
2020-09-05,Cantabria,4799,221
2020-09-06,Cantabria,4859,221
2020-09-07,Cantabria,4939,222
2020-09-08,Cantabria,5048,222
2020-09-09,Cantabria,5220,223
2020-09-10,Cantabria,5371,223
2020-09-11,Cantabria,5489,223
2020-09-12,Cantabria,5611,223
2020-09-13,Cantabria,5719,223
2020-09-14,Cantabria,5797,223
2020-09-15,Cantabria,5882,224
2020-09-16,Cantabria,6004,224
2020-09-17,Cantabria,6057,227
2020-09-18,Cantabria,6185,228
2020-09-19,Cantabria,6249,228
2020-09-20,Cantabria,6316,228
2020-09-21,Cantabria,6367,229
2020-09-22,Cantabria,6434,229
2020-09-23,Cantabria,6500,229
2020-09-24,Cantabria,6569,229
2020-09-25,Cantabria,6621,230
2020-09-26,Cantabria,6676,231
2020-09-27,Cantabria,6701,231
2020-09-28,Cantabria,6774,232
2020-09-29,Cantabria,6807,232
2020-09-30,Cantabria,6851,232
2020-10-01,Cantabria,6889,232
2020-10-02,Cantabria,6953,233
2020-10-03,Cantabria,6985,233
2020-10-04,Cantabria,7047,234
2020-10-05,Cantabria,7084,234
2020-10-06,Cantabria,7128,234
2020-10-07,Cantabria,7165,234
2020-10-08,Cantabria,7195,234
2020-10-09,Cantabria,7260,236
2020-10-10,Cantabria,7330,236
2020-10-11,Cantabria,7366,236
2020-10-12,Cantabria,7411,236
2020-10-13,Cantabria,7482,237
2020-10-14,Cantabria,7540,237
2020-10-15,Cantabria,7625,239
2020-10-16,Cantabria,7725,240
2020-10-17,Cantabria,7880,242
2020-10-18,Cantabria,7928,242
2020-10-19,Cantabria,8021,242
2020-10-20,Cantabria,8178,242
2020-10-21,Cantabria,8391,243
2020-10-22,Cantabria,8505,243
2020-10-23,Cantabria,8687,243
2020-10-24,Cantabria,8861,243
2020-10-25,Cantabria,9025,243
2020-10-26,Cantabria,9157,245
2020-10-27,Cantabria,9329,247
2020-10-28,Cantabria,9527,248
2020-10-29,Cantabria,9706,249
2020-10-30,Cantabria,9872,251
2020-10-31,Cantabria,10067,252
2020-11-01,Cantabria,10214,253
2020-11-02,Cantabria,10430,254
2020-11-03,Cantabria,10667,259
2020-11-04,Cantabria,10823,262
2020-11-05,Cantabria,11131,263
2020-11-06,Cantabria,11353,265
2020-11-07,Cantabria,11533,267
2020-11-08,Cantabria,11769,269
2020-11-09,Cantabria,11990,272
2020-11-10,Cantabria,12243,275
2020-11-11,Cantabria,12502,278
2020-11-12,Cantabria,12729,282
2020-11-13,Cantabria,12933,288
2020-11-14,Cantabria,13126,289
2020-11-15,Cantabria,13257,292
2020-11-16,Cantabria,13495,294
2020-11-17,Cantabria,13771,294
2020-11-18,Cantabria,14006,297
2020-11-19,Cantabria,14169,298
2020-11-20,Cantabria,14337,301
2020-11-21,Cantabria,14488,304
2020-11-22,Cantabria,14572,305
2020-11-23,Cantabria,14707,305
2020-11-24,Cantabria,14835,306
2020-11-25,Cantabria,14954,308
2020-11-26,Cantabria,15053,312
2020-11-27,Cantabria,15182,314
2020-11-28,Cantabria,15269,320
2020-11-29,Cantabria,15360,322
2020-11-30,Cantabria,15464,327
2020-12-01,Cantabria,15662,330
2020-12-02,Cantabria,15781,331
2020-12-03,Cantabria,15932,334
2020-12-04,Cantabria,16060,336
2020-12-05,Cantabria,16188,341
2020-12-06,Cantabria,16246,345
2020-12-07,Cantabria,16319,349
2020-12-08,Cantabria,16407,352
2020-12-09,Cantabria,16450,356
2020-12-10,Cantabria,16556,357
2020-12-11,Cantabria,16631,360
2020-12-12,Cantabria,16686,362
2020-12-13,Cantabria,16767,364
2020-12-14,Cantabria,16838,370
2020-12-15,Cantabria,16922,374
2020-12-16,Cantabria,16999,378
2020-12-17,Cantabria,17074,381
2020-12-18,Cantabria,17145,383
2020-12-19,Cantabria,17177,386
2020-12-20,Cantabria,17228,388
2020-12-21,Cantabria,17290,389
2020-12-22,Cantabria,17350,391
2020-12-23,Cantabria,17424,392
2020-12-24,Cantabria,17484,394
2020-12-25,Cantabria,17551,395
2020-12-26,Cantabria,17616,396
2020-12-27,Cantabria,17689,397
2020-12-28,Cantabria,17753,399
2020-12-29,Cantabria,17866,400
2020-12-30,Cantabria,17971,405
2020-12-31,Cantabria,18013,407
2020-01-01,Castilla La Mancha,0,0
2020-01-02,Castilla La Mancha,0,0
2020-01-03,Castilla La Mancha,0,0
2020-01-04,Castilla La Mancha,0,0
2020-01-05,Castilla La Mancha,0,0
2020-01-06,Castilla La Mancha,0,0
2020-01-07,Castilla La Mancha,0,0
2020-01-08,Castilla La Mancha,0,0
2020-01-09,Castilla La Mancha,0,0
2020-01-10,Castilla La Mancha,0,0
2020-01-11,Castilla La Mancha,0,0
2020-01-12,Castilla La Mancha,0,0
2020-01-13,Castilla La Mancha,0,0
2020-01-14,Castilla La Mancha,0,0
2020-01-15,Castilla La Mancha,0,0
2020-01-16,Castilla La Mancha,0,0
2020-01-17,Castilla La Mancha,0,0
2020-01-18,Castilla La Mancha,0,0
2020-01-19,Castilla La Mancha,0,0
2020-01-20,Castilla La Mancha,0,0
2020-01-21,Castilla La Mancha,0,0
2020-01-22,Castilla La Mancha,0,0
2020-01-23,Castilla La Mancha,0,0
2020-01-24,Castilla La Mancha,0,0
2020-01-25,Castilla La Mancha,0,0
2020-01-26,Castilla La Mancha,0,0
2020-01-27,Castilla La Mancha,0,0
2020-01-28,Castilla La Mancha,0,0
2020-01-29,Castilla La Mancha,0,0
2020-01-30,Castilla La Mancha,0,0
2020-01-31,Castilla La Mancha,0,0
2020-02-01,Castilla La Mancha,0,0
2020-02-02,Castilla La Mancha,0,0
2020-02-03,Castilla La Mancha,0,0
2020-02-04,Castilla La Mancha,0,0
2020-02-05,Castilla La Mancha,0,0
2020-02-06,Castilla La Mancha,0,0
2020-02-07,Castilla La Mancha,0,0
2020-02-08,Castilla La Mancha,0,0
2020-02-09,Castilla La Mancha,0,0
2020-02-10,Castilla La Mancha,0,0
2020-02-11,Castilla La Mancha,0,0
2020-02-12,Castilla La Mancha,0,0
2020-02-13,Castilla La Mancha,0,0
2020-02-14,Castilla La Mancha,0,0
2020-02-15,Castilla La Mancha,0,0
2020-02-16,Castilla La Mancha,0,0
2020-02-17,Castilla La Mancha,0,0
2020-02-18,Castilla La Mancha,0,0
2020-02-19,Castilla La Mancha,0,0
2020-02-20,Castilla La Mancha,0,0
2020-02-21,Castilla La Mancha,0,0
2020-02-22,Castilla La Mancha,0,0
2020-02-23,Castilla La Mancha,0,0
2020-02-24,Castilla La Mancha,0,0
2020-02-25,Castilla La Mancha,0,0
2020-02-26,Castilla La Mancha,0,0
2020-02-27,Castilla La Mancha,0,0
2020-02-28,Castilla La Mancha,0,0
2020-02-29,Castilla La Mancha,0,0
2020-03-01,Castilla La Mancha,2,0
2020-03-02,Castilla La Mancha,3,0
2020-03-03,Castilla La Mancha,8,0
2020-03-04,Castilla La Mancha,10,1
2020-03-05,Castilla La Mancha,13,1
2020-03-06,Castilla La Mancha,18,1
2020-03-07,Castilla La Mancha,23,1
2020-03-08,Castilla La Mancha,34,1
2020-03-09,Castilla La Mancha,48,2
2020-03-10,Castilla La Mancha,77,2
2020-03-11,Castilla La Mancha,125,3
2020-03-12,Castilla La Mancha,234,6
2020-03-13,Castilla La Mancha,372,11
2020-03-14,Castilla La Mancha,451,20
2020-03-15,Castilla La Mancha,593,33
2020-03-16,Castilla La Mancha,764,50
2020-03-17,Castilla La Mancha,948,74
2020-03-18,Castilla La Mancha,1214,102
2020-03-19,Castilla La Mancha,1457,131
2020-03-20,Castilla La Mancha,1870,173
2020-03-21,Castilla La Mancha,2242,223
2020-03-22,Castilla La Mancha,2625,275
2020-03-23,Castilla La Mancha,3198,362
2020-03-24,Castilla La Mancha,3672,445
2020-03-25,Castilla La Mancha,4277,551
2020-03-26,Castilla La Mancha,4828,664
2020-03-27,Castilla La Mancha,5576,757
2020-03-28,Castilla La Mancha,6049,862
2020-03-29,Castilla La Mancha,6546,931
2020-03-30,Castilla La Mancha,7469,1021
2020-03-31,Castilla La Mancha,8108,1113
2020-04-01,Castilla La Mancha,8965,1204
2020-04-02,Castilla La Mancha,9487,1285
2020-04-03,Castilla La Mancha,10131,1360
2020-04-04,Castilla La Mancha,10538,1457
2020-04-05,Castilla La Mancha,10823,1524
2020-04-06,Castilla La Mancha,11412,1600
2020-04-07,Castilla La Mancha,11896,1662
2020-04-08,Castilla La Mancha,12317,1753
2020-04-09,Castilla La Mancha,12546,1817
2020-04-10,Castilla La Mancha,12914,1872
2020-04-11,Castilla La Mancha,13120,1929
2020-04-12,Castilla La Mancha,13246,1970
2020-04-13,Castilla La Mancha,13438,2023
2020-04-14,Castilla La Mancha,13762,2089
2020-04-15,Castilla La Mancha,14035,2148
2020-04-16,Castilla La Mancha,14247,2193
2020-04-17,Castilla La Mancha,14468,2245
2020-04-18,Castilla La Mancha,14588,2287
2020-04-19,Castilla La Mancha,14706,2332
2020-04-20,Castilla La Mancha,14893,2376
2020-04-21,Castilla La Mancha,15053,2410
2020-04-22,Castilla La Mancha,15221,2442
2020-04-23,Castilla La Mancha,15367,2468
2020-04-24,Castilla La Mancha,15522,2498
2020-04-25,Castilla La Mancha,15608,2526
2020-04-26,Castilla La Mancha,15672,2553
2020-04-27,Castilla La Mancha,15808,2577
2020-04-28,Castilla La Mancha,15945,2600
2020-04-29,Castilla La Mancha,16102,2629
